id,question,answer,key_time,true_on,gold_sources
W1V2P7R1,न्यूझीलंडचे आरोग्य मंत्रीपद कोणाकडे आहे?,शिमोन ब्राउन,01-03-2025,23-12-2025,https://www.health.govt.nz/publications/briefing-to-the-incoming-minister-of-health-january-2025
M6K9M4I6,आंध्र प्रदेशची राजधानी कोणती आहे?,अमरावती,01-03-2025,23-12-2025,
M1H0K1H0,मी ही सुशीला कार्की आहे का?,नेपाळचे परराष्ट्र मंत्री | नेपाळचे पंतप्रधान,01-10-2025,23-12-2025,
R2O5M7O6,अल्बर्ट न्गुलुव्हे मॅटाबेलँड दक्षिणसाठी कोणते पद धारण करतात?,माताबेलँड दक्षिण मधील प्रांतीय व्यवहार आणि विकास राज्यमंत्री | माताबेलँड दक्षिणेसाठी राज्यमंत्री (प्रांतीय व्यवहार आणि विकास).,01-04-2025,23-12-2025,https://iharare.com/president-mnangagwa-appoints-ex-top-cio-matabeleland-south-minister/
G5E5G7I9,"सध्या, रवांडाचे कृषी आणि पशु संसाधन राज्यमंत्री कोण आहेत?",Telesphores मी तुम्हाला ओळखतो,01-08-2025,23-12-2025,https://www.newtimes.co.rw/article/31690/news/agriculture/what-awaits-two-technocrats-at-the-helm-of-agriculture-ministry/amp
K8H3U5P3,अध्यक्ष जेवियर माइलीचे चीफ ऑफ स्टाफ हे पद कोणाकडे आहे?,मॅन्युएल अडोर्नी,01-11-2025,23-12-2025,
A2B4T7X4,आत्तापर्यंत राबत कोणते शीर्षक धारण करेल?,नेक्स्ट वर्ल्ड बुक कॅपिटल | वर्ल्ड बुक कॅपिटल (पुढील),01-03-2025,23-12-2025,
G8Z3H2F0,डीबीएस बँक इंडियामध्ये रजत वर्मा कोणत्या पदावर आहेत?,डीबीएस बँक इंडियाचे सीईओ | डीबीएस बँक इंडियाचे मुख्य कार्यकारी अधिकारी,01-03-2025,23-12-2025,https://www.republicbharat.com/business-news/rbi-approves-the-name-of-rajat-verma-as-ceo-of-dbs-bank-india
M9H7F6T1,डोनाल्ड जे. ट्रम्प कोणत्या पदावर आहेत?,USA चे अध्यक्ष | युनायटेड स्टेट्सचे अध्यक्ष,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Second_presidency_of_Donald_Trump
A6A8V1P8,कोणत्या क्षेत्रावर सध्या सुदानी सशस्त्र दल (SAF) चे नियंत्रण आहे?,शिक्षिका,01-06-2025,23-12-2025,https://www.aa.com.tr/en/africa/territorial-control-who-holds-what-in-sudan-s-war/3734931
R3F3K3M4,फिनास्ट्राचे सीईओ कोण आहेत?,ख्रिस वॉल्टर्स,01-03-2025,23-12-2025,https://www.finastra.com/press-media/finastra-announces-leadership-transition-welcoming-chris-walters-new-ceo
N6U9G8L2,आलेखा अडवाणीने कोणाशी लग्न केले आहे?,Aadar Jain,01-11-2025,23-12-2025,https://maharashtralokshahi.com/news/10616/
E3I4S5S9,गोमा आक्रमण कधी झाले?,23 जानेवारी 2025 | जानेवारी-24 | 23-01-2025 | ०१/२०२५,01-03-2025,23-12-2025,
G0E6K3S5,रिओ दि जानेरो सध्या कोणते शीर्षक आहे?,नेक्स्ट वर्ल्ड बुक कॅपिटल | वर्ल्ड बुक कॅपिटल (पुढील),01-03-2025,23-12-2025,https://worldcitiescultureforum.com/city/rio-de-janeiro/
A6P8Q6S2,ऑस्ट्रेलियाचे रोजगार आणि कार्यस्थळ संबंध मंत्री कोण आहेत?,अमांडा रिशवर्थ,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/Minister_for_Employment_and_Workplace_Relations
V5A3D7E1,लेस्ली डेव्हिड कोणत्या पदावर आहे?,SELA चे स्थायी सचिव,01-07-2025,23-12-2025,https://www.sela.org/en/ambassador-lesly-david-takes-office-as-new-permanent-secretary-of-sela/
D3H2N1B4,BRICS मध्ये सामील होणारा सर्वात अलीकडील देश कोणता आहे?,इंडोनेशिया,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/BRICS
F9E9P4K1,बर्नबा बाक चोळ यांची सरकारी स्थिती काय आहे?,दक्षिण सुदानचे अर्थमंत्री | दक्षिण सुदानचे अर्थमंत्री,01-11-2025,23-12-2025,https://paanluelwel.com/2024/03/20/the-unfinished-reform-dr-bak-barnabas-brief-tenure-as-south-sudans-finance-minister/
Q5G1J4P8,लिथुआनियाचे पंतप्रधानपद कोणाकडे आहे?,इंगा रुगिनिएन,01-09-2025,23-12-2025,https://lrv.lt/en/cv/
J4B0I5W2,कोणत्या देशाने अलीकडे समलैंगिकतेला गुन्हेगार ठरवले आहे?,डोमिनिका,01-07-2025,23-12-2025,
E7M3E9M3,इक्वाडोरमध्ये पूर्वीचे कार्यवाहक उपाध्यक्ष कोण होते?,सारीहा मोय,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Daniel_Noboa
L0P9B3P8,महाराष्ट्राचे सध्याचे मुख्यमंत्री कोण आहेत?,देवेंद्र फडणवीस,01-03-2025,23-12-2025,https://www.maharashtra.gov.in/Site/1602/Chief Minister of Maharashtra
Y1S7Q6Q6,फ्लोरिबर्ट अंझुलुनी डीआरसीमध्ये कोणते स्थान धारण करतात?,प्रादेशिक एकात्मता मंत्री | प्रादेशिक एकात्मता मंत्री (DRC),01-08-2025,23-12-2025,https://www.africanews.com/2022/08/09/drc-former-tshisekedi-ally-held-for-insulting-the-president/
C8X0F2V1,बर्नाडेट अराक्वियेच्या आधी रवांडाचे पर्यावरण मंत्री कोण होते?,व्हॅलेंटाईन उवैया,01-08-2025,23-12-2025,
G3B3P8G7,शालेव हुलिओ कोणते पद धारण करतात?,ड्रीमचे सीईओ | स्वप्नाचे मुख्य कार्यकारी अधिकारी डॉ,01-07-2025,23-12-2025,
H1F9Z7A4,मिशेल रोलँडचे ऑस्ट्रेलियात कोणते कार्यालय आहे?,ऑस्ट्रेलियाचे ऍटर्नी-जनरल | ऍटर्नी जनरल,01-05-2025,23-12-2025,
L3Y3I7K8,हेन्री-क्लॉड ओयिमाच्या आधी गॅबॉनचे अर्थव्यवस्था आणि राज्य होल्डिंग मंत्री कोण होते?,मार्क डंबेन,01-07-2025,23-12-2025,https://fr.infosgabon.com/gabon-henri-claude-oyima-le-nouveau-grand-argentier-de-letat/
I2I2M3E4,स्टीफन बोलिंगर कोणत्या पदावर आहे?,ज्युलियस बेअर ग्रुपचे मुख्य कार्यकारी | ज्युलियस बेअर ग्रुपचे सीईओ,01-03-2025,23-12-2025,https://www.linkedin.com/in/stevebollinger/
E0O6F0R6,कोणत्या देशात अपघात नुकसान भरपाई निगम मंत्री आहे?,न्यूझीलंड,01-03-2025,23-12-2025,
O6R9Y9P0,Exxaro Resources चे CEO कोण आहेत?,बेन मगरा,01-04-2025,23-12-2025,https://www.miningweekly.com/article/seasoned-campaigner-ben-magara-to-assume-exxaro-ceo-role-from-april-1-2025-03-13
M6J2W6W2,न्यूझीलंडमधील 'आर्थिक विकास मंत्री' याला आता काय म्हणतात?,आर्थिक विकास मंत्री,01-03-2025,23-12-2025,
O1R6C7Z4,BWF जपान ओपनमध्ये पुरुष दुहेरीचा चॅम्पियन कोण आहे?,"किम वोन-हो आणि सेओ सेउंग-जे | किम वोन-हो, सो सेंग-जे",01-07-2025,23-12-2025,https://currentaffairs.adda247.com/shi-yuqi-wins-mens-singles-title-at-japan-open-2025/
Y9B8M6P7,Who is Aadar Jain married to?,लेखा अडवाणी,01-11-2025,23-12-2025,https://www.bollywoodshaadis.com/articles/aadar-jain-wife-alekha-advani-wedding-third-wheel-tara-sutaria-education-hotel-way-well-deloitte-61072
R1G1O0X6,टीम आयरेस ऑस्ट्रेलियामध्ये कोणते पद धारण करतात?,ऑस्ट्रेलियाचे उद्योग मंत्री | उद्योगमंत्री ना,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/Tim_Ayres
Y6P6E2U3,फाइव्ह केजचा निवडून आलेला उमेदवार कोण आहे?,राहेल मार्शल टेलर,01-03-2025,23-12-2025,
D6J5N1G1,आता माळकेंच्या क्षेत्रावर कोणाचे नियंत्रण?,SAF | सुदानी सशस्त्र सेना,01-06-2025,23-12-2025,https://en.wikipedia.org/wiki/Malerkotla_district
L5P7K9E5,अरे बर्नबास बोलतोय का?,दक्षिण सुदानचे अर्थमंत्री | दक्षिण सुदानचे अर्थमंत्री,01-11-2025,23-12-2025,
L9O6C6L1,रवांडामध्ये टेलेसफोर एनदाबामेन्येचे काय स्थान आहे?,रवांडाचे कृषी आणि प्राणी संसाधन राज्यमंत्री | कृषी आणि प्राणी संसाधन राज्यमंत्री (रवांडा),01-08-2025,23-12-2025,https://giih.ur.ac.rw/innovationweek/index.php/speaker/prof-kabera-telesphore/
L9K2C7O3,डेगूचे महापौर कोण आहेत?,किम जोंग-गी,01-04-2025,23-12-2025,https://dmcdewas.com/?page_id=2809
K9A0S6O8,माझेन अल-सलहानी कोणत्या पदावर आहेत?,सीरियातील अवकाफ मंत्री,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Mazen_al-Salhani
B7L0Y8L2,सर्वात अलीकडील संमेलन कोणत्या तारखेला झाले?,7 मे 2025 | ०७-०५-२०२५ | ०५-०७-२०२५,01-05-2025,23-12-2025,
X3Q1Q4W6,वानुआटू मधील सार्वजनिक लेखा समितीचे उपाध्यक्ष कोण आहेत?,टेरी एलिक,01-03-2025,23-12-2025,
J7X5S0I1,मिहली वर्गा कोणत्या पदावर आहे?,हंगेरियन नॅशनल बँकेचे गव्हर्नर | मग्यार नेमझेटी बँकेचे गव्हर्नर,01-03-2025,23-12-2025,
U3V3C8K7,अमांडा रिशवर्थची ऑस्ट्रेलियामध्ये कोणती भूमिका आहे?,रोजगार आणि कार्यस्थळ संबंध मंत्री,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/Amanda_Rishworth
S2C1G4B8,इंडोनेशिया सर्वात अलीकडे कोणत्या आंतरराष्ट्रीय गटात सामील झाला?,ब्रिक्स,01-03-2025,23-12-2025,https://www.theindiadaily.com/international/indonesia-joins-brics-10-new-countries-become-partners-journey-of-organization-so-far-news-85064
U2S2C0D5,फ्रँकेन्स्टाईन हा तिचा सर्वात अलीकडील चित्रपट कोण आहे?,सोफिया गॅलासो,01-11-2025,23-12-2025,https://en.wikipedia.org/wiki/Frankenstein_(2025_film)
G1F3L2N8,ख्रिस वॉल्टर्स कोणत्या पदावर आहेत?,"Finastra चे CEO | मुख्य कार्यकारी अधिकारी, फिनास्ट्रा",01-03-2025,23-12-2025,https://www.finastra.com/person/chris-walters
P7B8F9I2,ख्रिस बिशप परिवहन मंत्री आहेत का?,होय,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Chris_Bishop
I2H1W2A0,कोलंबियामधील समानता आणि समानता मंत्री कोण आहे?,काहीही नाही | रद्द केले,01-03-2025,23-12-2025,https://colombiaone.com/2025/08/02/colombia-adult-star-minister/
X2Q9H9A0,गन्स आणि रोझेसचा सर्वात अलीकडील दौरा कुठे संपेल?,मेक्सिको सिटी | मेक्सिको,01-12-2025,23-12-2025,https://en.wikipedia.org/wiki/Because_What_You_Want_&_What_You_Get_Are_Two_Completely_Different_Things_Tour
J5R6X4B6,झिम्बाब्वेमध्ये एव्हलिन एनडलोव्हू कोणत्या पदावर आहे?,"झिम्बाब्वेचे पर्यावरण, हवामान आणि वन्यजीव मंत्री | पर्यावरण, हवामान आणि वन्यजीव मंत्री (झिम्बाब्वे)",01-04-2025,23-12-2025,https://en.wikipedia.org/wiki/Evelyn_Ndlovu
W5L0H4W4,फ्रेडरिक मर्झ कोणत्या पदावर आहे?,जर्मनीचे चांसलर | जर्मनीचे फेडरल चांसलर,01-05-2025,23-12-2025,https://www.bundeskanzler.de/bk-en/friedrich-merz
W5A5R1N6,युरो चलन स्वीकारणारा सर्वात अलीकडील देश कोणता आहे?,बल्गेरिया,01-12-2025,23-12-2025,https://www.europarl.europa.eu/topics/en/article/20250709STO29570/the-euro-over-the-years-its-history-and-benefits
Z7E7Q2Y6,कोलंबियामध्ये एडविन पाल्मा कोणत्या सरकारी पदावर आहेत?,कोलंबियाचे ऊर्जा मंत्री | कोलंबियाचे ऊर्जा मंत्री,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Edwin_Palma
T9C1Y6V2,०७-०९-२०२५ रोजी काँगोमध्ये परराष्ट्र व्यवहारातून न्यायाकडे कोणाला हलवण्यात आले?,यासीन फॉल,01-09-2025,23-12-2025,
D8N0N3B1,सोस्टेन ग्वेंग्वे यांनी मलावीमध्ये यापूर्वी कोणते मंत्रीपद सांभाळले होते?,व्यापार आणि उद्योग मंत्री | व्यापार आणि उद्योग मंत्री,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Sosten_Gwengwe
I6P4V9S0,एल बशर कोणत्या गटाकडे आहे?,RSF | रॅपिड सपोर्ट फोर्स,01-10-2025,23-12-2025,https://www.npr.org/2011/04/22/135630191/captain-black-big-band-full-flavor-jazz
B6P7N5G3,गन आणि गुलाबासाठी ड्रमर कोण आहे?,आयझॅक सुतार,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/List_of_Guns_N'_Roses_members
X8W4Q9O3,कोलंबियामध्ये पूर्वीचे ऊर्जा मंत्री कोण होते?,अँड्रेस कॅमाचो | अँड्रेस कॅमाचो,01-03-2025,23-12-2025,
W9V7C1M6,व्हॅटिकनमधील 133 सदस्यांनी अलीकडेच कोणत्या कार्यक्रमाला हजेरी लावली होती?,सर्वात अलीकडील कॉन्क्लेव्ह,01-05-2025,23-12-2025,
X3Y7N7G4,इन्स मंझानो कोणते पद धारण करतात?,इक्वाडोरचे अंतरिम ऊर्जा आणि तेल मंत्री,01-03-2025,23-12-2025,
R5Z2J4S3,कझाकस्तानची राजधानी कोणती आहे?,नूर-सुलतान नुरसुलतान,01-08-2025,23-12-2025,
I2Q3E5G7,"सध्या, रवांडाचे पायाभूत सुविधा राज्यमंत्री कोण आहेत?",जीन डी डीयू रुग्ण,01-08-2025,23-12-2025,https://www.mininfra.gov.rw/about|https://www.mininfra.gov.rw/updates/news-details/minister-of-state-uwihangaye-inspects-key-infrastructure-projects-across-provinces
M9I2A7T3,रोझा योलांडा विलाविसेन्सियोच्या आधी लॉरा साराबियाने कोलंबियामध्ये कोणती भूमिका निभावली?,कार्यवाह परराष्ट्र मंत्री,01-07-2025,23-12-2025,https://www.bloomberglinea.com/latinoamerica/colombia/quien-es-rosa-villavicencio-el-reemplazo-de-laura-sarabia-en-la-cancilleria-de-colombia/
C9V3A6A3,रोजा योलांडा विलाव्हिसेन्सियोच्या आधी कोलंबियाचे कार्यवाहक परराष्ट्र मंत्री म्हणून कोण होते?,लॉरा सराबिया,01-07-2025,23-12-2025,https://en.wikipedia.org/wiki/Rosa_Yolanda_Villavicencio
J9B1G8H8,रोमानियाचे युरोपियन फंड मंत्री कोण आहेत?,ड्रॅगोस पासलारू | प्रिय पासलारू,01-06-2025,23-12-2025,https://www.romania-insider.com/romania-new-government-june-2025
N2T4O2O3,आफ्रिकन डेव्हलपमेंट बँक ग्रुप (AfDB) चे मध्य आफ्रिका क्षेत्राचे महासंचालक कोण आहेत?,Leandre Bassolé | लिएंद्रे बासोले,01-08-2025,23-12-2025,https://www.afdb.org/en/news-and-events/african-development-bank-group-appoints-leandre-bassole-director-general-central-africa-and-head-country-office-cameroon-83376
H9U6W8R3,सौदी अरेबियातील द लाईनचा कोणता भाग 2-5 किमी लांब आहे?,द लाइनचा पहिला भाग | लाइनचा पहिला विभाग,01-05-2025,23-12-2025,https://curlytales.com/hidden-marina-the-first-phase-of-the-line-project-to-feature-a-length-of-2-5-km-and-height-of-500-m/
G0Q7F5T8,सर्वात अलीकडील कॉन्क्लेव्हमध्ये किती प्रमुख मतदार उपस्थित होते?,7 मे 2025 | ०७-०५-२०२५ | ०५-०७-२०२५,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/2025_conclave
I2I7C6Q7,"नामिबियातील कृषी, मत्स्यव्यवसाय, पाणी आणि जमीन सुधारणा मंत्रीपद सध्याच्या व्यक्तीसमोर कोणी ठेवले?",मॅक हंगेरी,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/Ministry_of_Agriculture_(Namibia)
M2X1Q6Z2,युरोपियन युनियन परिषदेचे अध्यक्षपद कोणत्या देशाकडे आहे?,पोलंड,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Presidency_of_the_Council_of_the_European_Union
E5D6E5K1,MBZUAI विज्ञान पदवी अभ्यासक्रम देते का?,होय,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Mohamed_bin_Zayed_University_of_Artificial_Intelligence
S4B3Y6Z2,Adolphe Muzito सध्या DRC मध्ये कोणते पद धारण करते?,डेमोक्रॅटिक रिपब्लिक ऑफ काँगोच्या बजेटचे प्रभारी उपपंतप्रधान | DRC चे उपपंतप्रधान (अर्थसंकल्प),01-08-2025,23-12-2025,https://www.france24.com/en/tv-shows/eye-on-africa/20250808-dr-congo-former-pm-a-muzito-joins-government-as-cabinet-reshuffle-brings-in-opposition-members
Y6C4O5I3,'जुनो मोहीम अजूनही गुरूवर सक्रिय आहे का?' या प्रश्नाचे सध्याचे उत्तर काय आहे?,नाही | सक्रिय नाही,01-09-2025,23-12-2025,https://en.wikipedia.org/wiki/Juno_(spacecraft)
A5X4H8F6,अलीकडे कोणत्या युरोपियन मंत्रिमंडळाची 16 मंत्रालये करण्यात आली?,रोमानियाचे मंत्रिमंडळ | रोमानियन कॅबिनेट,01-06-2025,23-12-2025,
H6C8B9F5,झिम्बाब्वेमधील मासविंगोचे प्रांतीय व्यवहार राज्यमंत्री कोण आहेत?,एज्रा थांबला,01-04-2025,23-12-2025,https://www.zimeye.net/2025/02/12/mnangagwa-appoints-rushwaya-in-law-to-replace-chiwenga-relative-as-new-mash-east-minister/
L8S5E9V5,"सध्याच्या व्यक्तीच्या आधी नामिबियामध्ये पर्यावरण, वनीकरण आणि पर्यटन मंत्रीपद कोणी भूषवले होते?",पोहंबा शिफेटा,01-05-2025,23-12-2025,https://travelnews.africa/news-single.html?id=14731
R2K7C2F1,हिरोकी तोटोकी कोणत्या पदावर आहे?,"सोनी ग्रुप कॉर्पोरेशनचे अध्यक्ष आणि मुख्य कार्यकारी अधिकारी (CEO), 1 एप्रिल 2024 पासून लागू",01-04-2025,23-12-2025,https://en.wikipedia.org/wiki/Hiroki_Totoki
Z9D2I6J9,पोपचे नाव काय आहे?,सिंह XIV,01-05-2025,23-12-2025,https://en.wikipedia.org/wiki/Pope
W3B6X8M2,RSF (रॅपिड सपोर्ट फोर्स) ने कोणते स्थान ठेवले आहे?,बाशर,01-10-2025,23-12-2025,https://en.wikipedia.org/wiki/Rapid_Support_Forces
V1Y0R4Q5,टेरी एलिक वानुआतुमधील सार्वजनिक लेखा समितीवर कोणते पद धारण करतात?,वानुआटू मधील सार्वजनिक लेखा समितीचे उपाध्यक्ष | उपाध्यक्ष,01-03-2025,23-12-2025,
I1E7N4N2,नॅटवेस्ट ग्रुपचे सीईओ (समूह) कोण आहेत?,पॉल थ्वेट,01-03-2025,23-12-2025,https://www.natwestgroup.com/who-we-are/board-and-governance/group-board/paul-thwaite.html
Y2M3T6T8,कोणते देश वॉशिंग्टन कराराचे पक्ष आहेत (डेमोक्रेटिक रिपब्लिक ऑफ काँगो-रवांडा शांतता करार)?,काँगो आणि रवांडा लोकशाही प्रजासत्ताक | DRC आणि रवांडा,01-03-2025,23-12-2025,https://www.state.gov/releases/office-of-the-spokesperson/2025/12/signing-of-the-washington-accords-for-peace-and-prosperity-between-the-democratic-republic-of-the-congo-and-rwanda
Z0N8V9F3,अर्जेंटिनाचे विद्यमान गृहमंत्री पूर्वीचे कोण होते?,लिसांड्रो कॅटलान | लिसांद्रो कॅटलान,01-11-2025,23-12-2025,
G4X6H9E0,नामिबियातील संरक्षण आणि दिग्गज व्यवहार उपमंत्री कोण आहेत?,चार्ल्स मुबिता,01-05-2025,23-12-2025,https://www.meft.gov.na/news/149/Hunter-to-shoot-problematic-Kavango-elephants/
V3K5G6F5,ॲड्रिन दुवल सध्या कोणत्या पदावर आहे?,नॅशनल असेंब्लीचे सदस्य,01-03-2025,23-12-2025,https://www.foxsports.com/mlb/adam-duvall-player
W6N4I6X3,जेजे (ऑस्ट्रिया) कोणती स्पर्धा जिंकली?,युरोव्हिजन गाण्याची स्पर्धा,01-05-2025,23-12-2025,https://eurovision.tv/story/austria-jj-wins-eurovision-2025
A0D7H2R4,कंबोडियामध्ये प्राक सोखोनचे कोणते पद आहे?,उपपंतप्रधान आणि परराष्ट्र व्यवहार आणि आंतरराष्ट्रीय सहकार्य मंत्री,01-03-2025,23-12-2025,https://www.britannica.com/biography/Hun-Sen
M6H6J8I6,अहमद मोअल्लीम फिकी आता कोण आहे?,सोमालियाचे संरक्षण मंत्री,01-04-2025,23-12-2025,
G3F5J7N7,सीरियाचे पर्यटन मंत्री कोण आहेत?,मुहम्मद अबू अल-खैर शुक्री,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Mazen_al-Salhani
C9F7R5T7,मॅन्युएल अडोर्नी कोणते पद धारण करतात?,अध्यक्ष जेवियर माइलीचे चीफ ऑफ स्टाफ | अध्यक्ष जेवियर माइले यांच्याकडे चीफ ऑफ स्टाफ,01-11-2025,23-12-2025,
N0U8L2L3,Inga Ruginiene कोणते कार्यालय व्यापते?,लिथुआनियाचे पंतप्रधान,01-09-2025,23-12-2025,https://en.wikipedia.org/wiki/Inga_Ruginien%C4%97
R1W2N4D3,सध्याचा वर्ल्ड सिरीज चॅम्पियन कोण आहे?,लॉस एंजेलिस डॉजर्स,01-03-2025,23-12-2025,https://lacity.gov/highlights/los-angeles-dodgers-win-2025-mlb-world-series-title
E2Q8X1G1,डिएगो सँटिली सध्या अर्जेंटिनामध्ये कोणत्या पदावर आहे?,अर्जेंटिनाचे गृहमंत्री,01-11-2025,23-12-2025,https://www.argentina.gob.ar/noticias/diego-santilli-asumio-como-ministro-del-interior
Q0H8O0E0,नॅटवेस्ट ग्रुपमध्ये पॉल थ्वेट कोणत्या पदावर आहे?,नॅटवेस्ट ग्रुपचे ग्रुप सीईओ | नॅटवेस्ट ग्रुपचे सीईओ (समूह).,01-03-2025,23-12-2025,https://www.natwestgroup.com/who-we-are/board-and-governance/group-board/paul-thwaite.html
Z2M1R9U9,स्पॅनिश गायक-गीतकार रोसालियाचे सर्वात अलीकडील गाणे कोणते आहे?,LUX,01-11-2025,23-12-2025,https://www.thefader.com/2025/12/15/rosalia-premier-la-perla-music-video
L8J0F5K1,तिमोर-लेस्टे कोणत्या प्रादेशिक संघटनेत अलीकडे सामील झाले?,आसियान,01-10-2025,23-12-2025,https://www.timesnowhindi.com/world/timor-leste-east-timor-becomes-new-asean-member-article-153055050
L2V1V6J5,मलावीचे व्यापार आणि उद्योग मंत्री कोण आहेत?,बी आशीर्वाद,01-03-2025,23-12-2025,https://www.malawi.gov.mw/index.php/60-executive
Q4M8O0K2,केनी फिहला कोणत्या पदावर आहे?,अब्सा ग्रुपचे सीईओ | अब्सा ग्रुपचे मुख्य कार्यकारी अधिकारी,01-06-2025,23-12-2025,
F3Y0U6W5,सर्वात अलीकडील G20 शिखर परिषदेसाठी कोणता देश 0 प्रतिनिधी पाठवेल?,युनायटेड स्टेट्स | यूएसए,01-11-2025,23-12-2025,https://www.sanskritiias.com/hindi/current-affairs/g-20-summit-2025-inclusive-humanism-and-new-global-initiatives
N4W6U3G4,युरोपियन युनियनच्या कौन्सिलमध्ये पोलंडला कोणते स्थान आहे?,युरोपियन युनियन परिषदेचे अध्यक्षपद,01-03-2025,23-12-2025,https://polish-presidency.consilium.europa.eu/
M7Z7W3L9,अमेरिकेचे सर्वात अलीकडील राज्य कोणते आहे ज्याने आपला ध्वज बदलला आहे?,सीरिया,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/Flags_of_the_U.S._states_and_territories
V3Y8W9A0,कोणत्या देशाने अलीकडेच आपला ध्वज बदलला?,सीरिया,01-03-2025,23-12-2025,
R6D0S5J2,कोण आहे मोहम्मद अबू अल-खैर शुक्री?,सीरियाचे पर्यटन मंत्री | पर्यटन मंत्री (सीरिया),01-03-2025,23-12-2025,
W2B7R9Z2,मिनेसोटा हे सर्वात अलीकडील उदाहरण काय आहे?,अमेरिकेच्या एका राज्याने आपला ध्वज बदलला आहे | एक राज्य ज्याने अलीकडेच आपला ध्वज बदलला,01-03-2025,23-12-2025,https://en.wikipedia.org/wiki/2025_shootings_of_Minnesota_legislators
Y3N8S0E2,अर्जेंटिनाचे परराष्ट्र मंत्री कोण आहेत?,जेरार्डो वेर्थेन,01-03-2025,23-12-2025,https://www.batimes.com.ar/news/argentina/milei-names-finance-secretary-pablo-quirno-as-argentinas-new-foreign-minister.phtml
N7F5J9X9,कॅमेरूनचे ब्रिटिश उच्चायुक्त कोण आहेत?,मॅट वुड्स,01-03-2025,23-12-2025,https://www.gov.uk/government/news/change-of-british-high-commissioner-to-cameroon-matt-woods
W9R7T1P0,रोमानियामध्ये DragoÈ™ PÃ¢s वेतन कोणत्या पदावर आहे?,युरोपियन फंड मंत्री,01-06-2025,23-12-2025,
T7F1P4Q1,1 नोव्हेंबर 2024 रोजी कोणता मोठा आफ्रिकन कार्यक्रम झाला?,बांगुई घोषणा,01-03-2025,23-12-2025,https://seeafricatoday.com/culture/festivals-in-africa-2024/
Q2Y0K4K2,गिलेर्मो फ्रँकोसने जेवियर माइलीसाठी कोणती भूमिका बजावली?,जेवियर माइलीचे शेवटचे चीफ ऑफ स्टाफ | जेवियर माइलेचे शेवटचे चीफ ऑफ स्टाफ,01-11-2025,23-12-2025,
R2S3R9T4,सोनी ग्रुप कॉर्पोरेशनचे अध्यक्ष आणि मुख्य कार्यकारी अधिकारी कोण आहेत?,हिरोकी आणि टोकी,01-04-2025,23-12-2025,https://sony.mediaroom.com/2025-01-28-Changes-to-Sony-Groups-Management-Structure
P5B2A3Q3,हंगेरीने आपले अर्थ मंत्रालय कोणत्या मंत्रालयात विलीन केले?,राष्ट्रीय अर्थव्यवस्थेसाठी मंत्रालय,01-03-2025,23-12-2025,
C6B4B9F4,किम जोंग-गी कोणत्या शहराचे महापौर आहेत?,डेगू,01-04-2025,23-12-2025,
E6O3P0S0,नोकुथुला मत्सिकेनेरी कोणत्या पदावर आहे?,"मॅनिकलँड प्रांताचे प्रांतीय व्यवहार राज्यमंत्री | प्रांतीय व्यवहार राज्यमंत्री, मॅनिकलँड प्रांत",01-04-2025,23-12-2025,
I0G5D5L7,मलावीमध्ये विटुंबिको मुंबा कोणत्या पदावर आहे?,व्यापार आणि उद्योग मंत्री | मलावीचे व्यापार आणि उद्योग मंत्री,01-03-2025,23-12-2025,https://malawifreedomnetwork.com/2025/02/27/chakwera-reshuffles-cabinet-vitumbiko-mumba-appointed-as-new-minister-of-trade-and-industry/
Q6R5V1Z0,HSBC होल्डिंग्जचे सध्याचे CEO कोण आहेत?,जॉर्ज एल्हेडरी,01-03-2025,23-12-2025,
J7X6O8L9,कोणत्या कलाकाराने द वंडर इयर्स हे त्यांचे सर्वात अलीकडील मिक्सटेप म्हणून रिलीज केले?,जेरुब (नॉटिंगहॅम गायक) | जेरुब,01-11-2025,23-12-2025,
Y8F2L1R1,कोणत्या देशाने आपले अर्थ मंत्रालय राष्ट्रीय अर्थव्यवस्थेच्या मंत्रालयात विलीन केले?,हंगेरी,01-03-2025,23-12-2025,
U9P6I6V5,DBS बँक इंडियाचे CEO कोण आहेत?,रजत वर्मा,01-03-2025,23-12-2025,
J1K7D7S4,काँगो प्रजासत्ताक (काँगो-ब्राझाव्हिल) चे अर्थमंत्री कोण आहेत?,ख्रिश्चन योका,01-03-2025,23-12-2025,
